CNES,FANTASIA
6704239,CLINICA MEDICA GUIMARAES LTDA
6704336,MEINERZ FONOAUDIOLOGIA LTDA
6704867,CONSULTORIO ODONTOLOGICO ZAGO
6704913,CONSULTORIO DE FISIOTERAPIA MEDEIROS
6704921,CONSULTORIO ODONTOLOGICO SADY MEDEIROS
6704948,CONSULTORIO ODONTOLOGICO BRIXNER
6704956,PROTEGE
6705006,DAIANE BONELLA
6705138,GUERRA AUDIOLOGIA CLINICA E OCUPACIONAL
6705391,SI SAUDE INTEGRADA
6705944,CONSULTORIO DE PSICOLOGIA
6706215,INSTITUTO OCULI
6706282,MARIA LUIZA SIMON MONTEMAGGIORE
6706312,CARDIOCOM
6706347,CLINICA DE OLHOS SUL RIOGRANDENDE S C LTDA
6706460,CLINICA DE FISIOTERAPIA CLAUDIA A GEWEHR LTDA
6706509,PREV FIT SERVICOS EM SAUDE ME
6707106,CLINICA DENTARIA CENTRAL
6707351,WEST CLIN ASSESSORIA EM MEDICINA DO TRABALHO LTDA
6707823,VID ARTE CONSULTORIA
6707947,FONOLIFE
6708730,ORTOCLINICA
6708889,CLINICA DE CIRURGIA PLASTICA DRA LURDES MARTELLO
6708919,UGAPOCI
6708927,CARDIOSUL CLINICA CARDIOLOGICA S S
6709168,CARLOS ANDRE CATTO
6709567,CAROLINA IARA MEJOLARO
6709710,FERNANDES RODRIGUES LTDA
6709818,CENTRO DE DIAGNOSTICO UNIMED POA SHOPPING TOTAL
6709826,UNIMED 24 DE OUTUBRO
6709842,CUIDAR MAIS
6709869,VACCICARE CLINICA DE VACINAS
6709915,LUCIANA OLIVEIRA LEAL
6709923,PEDROMAR BELSTRERI
6709958,CLINICA ESTANCIA VELHA
6709982,ERMELINDO JOSE CAPPELARI JUNIOR
6710077,LABORATORIO MATTES DE ANALISES CLINICAS
6710085,LILIANE SILVA SANT ANNA DE MORAES CIA LTDA CARAZINHO
6710204,LABORATORIO PAGEL
6710565,LEAL ORTODONTIA LTDA
6710735,CONSULTORIO DE FISIOTERAPIA DA DRA ALINE MAGNUS BORGES
6710778,SAMU SALVAR DE MARCELINO RAMOS
6710794,CONSULTORIO LUIS CARLOS FANTIN
6710816,JOSE BRASIL TEIXEIRA FILHO
6711294,MARTIN CLINICA DE ENDOSCOPIA DIGESTIVA LTDA
6711316,ANDREIA LINHARES SILVEIRA VERRI
6711332,GUTHOREN FONOAUDIOLOGIA
6711340,VIVIANE BATISTA CRISTIANO
6711545,SAMU SALVAR DE CAMPINAS DO SUL
6711626,CLINICA FELDMANN
6711782,LUIZA PARIZOTTO AUDINO
6711847,UMA
6711898,EMANUEL EGGERS TURRA
6711944,OTACILDA MARIA EGGERS TURRA
6711987,S V M ODONTOLOGIA LTDA
6712088,WEINMANN LABORATORIO UNIDADE LINDOIA
6712096,A MEDICINA DIAGNOSTICA
6712126,WEINMANN LABORATORIO UNIDADE MAUA
6712312,CAROLINE GRILLO
6712320,SERGIO L PAULI
6712339,KUROTEL CENTRO DE LONGEVIDADE E SPA
6712452,PREVITA DIAGNOSTICO POR IMAGEM
6712495,NUTRICLIN
6712762,SAMU DE BOM PRINCIPIO
6712770,ROBERTO LUIS BIGARELLA
6712835,THECNO RH
6712975,ARTE DO MOVIMENTO CLINICA DE FISIOTERAPIA LTDA
6713203,FERNANDES SERVICOS MEDICOS SS LTDA
6713769,IDEMAR GREGOL
6713858,ROSE BORTH CENTRO ODONTOLOGICO
6714013,SAVAT
6714986,INSTITUTO DE NEUROLOGIA E NEUROCIRURGIA SANTA ROSA LTDA
6715001,FISIO CENTRO DE FISIOTERAPIA
6715060,CORPORE CLINICA DE FISIOTERAPIA
6715567,RADIOLOGIA SCAPIN IMAGEM ODONTOLOGICA S C LTDA
6715583,NEDSUL
6715591,CLINICA SAO DOMINGOS
6715605,PAULO DOMINGOS SAVARIS
6715818,LAURA HELFER HOELTGEBAUM
6715842,OSMAR VANDERLEI FERNANDEZ JUNIOR
6715885,MICHELE DE OLIVEIRA BRITO
6715893,PAULO CESAR DA SILVA
6715966,CLINICA MEDICA DR ZALUAR
6716210,NATURAE VITAE
6716563,CONSULTORIO DR LEO FRANCISCO DONCATTO
6716989,CLINICA SANTA TEREZINHA
6717101,SECRETARIA MUNICIPAL DA SAUDE
6717195,MARZA BAZAN DE FREITAS
6717268,EVA SOLANGE ROSA DE OLIVEIRA E FAMILIA
6717624,LAVORO CONSULTORIA E MEDICINA DO TRABALHO S C LIMITADA
6717853,CLINICA DR IVAN PAULO DE LIMA
6717861,CENTRO INTEGRADO DE DIAGNOSTICO LTDA CIDT
6717993,SECRETARIA MUNICIPAL DE SAUDE DE MORRO REDONDO
6718124,PLANTAO DO HOSPITAL SAO PATRICIO
6718701,A F SERVICOS MEDICOS S S
6719015,VANISE FONOAUDIOLOGIA LTDA
6719058,GIOVANA A R ZIMMERMANN CIA LTDA
6719112,WEINMANN LABORATORIO
6719147,CORPORIS FISIOTERAPIA
6719414,POLICLINICA REUNIDAS
6719465,POLICLINICA PELOTENSE
6719627,CLINICA DENTARIA CELSO ORTH LTDA
6719821,CONSULTORIO ODONTOLOGICO MEDEIROS
6719910,DENTAL CRED
6719988,CONSULTORIO ODONTOLIGO ENSLIN
6720064,LUCIANA SAUER COAS CIA LTDA
6720129,CINARA DE OLIVEIRA KOPACEK
6720188,MASTERLAB
6720234,SONO CENTRO
6720544,ELLOS ESPACO INTEGRADO DE PSICOLOGIA
6720617,OTAVIO BORIO DODE
6720889,CEM CENTRO DE ESPECIALIDADES MEDICAS
6721273,MARCOS SIDNEI THOME DA CRUZ
6721281,CORPORE ACADEMIA E FISIOTERAPIA LTDA
6721370,FERNANDA MIRANDA BORDIN
6721389,VISUALITTE CLINICA MEDICA LTDA
6721397,MAGALI RADAELLI
6721400,AUGUSTINHO CZAPLA
6721478,POLICLINICA TUPARENDI SOCIEDADE SIMPLES LTDA
6721737,LOPES E PONTES LTDA
6721915,DRA FABIANE FARIAS
6722032,CLINICA MEDICA CRUZEIRO LTDA S C
6722083,BIOANALISE
6722105,UNIDADE BASICA DE SAUDE DE PROTASIO ALVES
6722296,CONSULTORIO DE PSICOLOGIA CLINICA
6722946,NUTRITECNICA
6723039,MUSA PROTESES ODONTOLOGICAS
6723225,SAMU SALVAR DE ERVAL GRANDE
6723268,RENAN MARSIAJ DE OLIVEIRA JUNIOR
6723861,FISIOFORM
6723993,GINEVASC CLINICA MEDICA LTDA
6724116,JOEL EVERTON ARAUJO LACERDA
6724167,KS LABORATORIO DE PROTESE ODONTOLOGICA LTDA
6724272,MARIANA GRAZZIOTIN PASOLINI
6724426,CONSULTORIO DE PSICOLOGIA
6724930,FERNANDA SOUZA SILVA
6725031,MARIA SILVANA LOVATO KAERCHER
6725112,TOMASI E CIA LTDA
6725155,CLINICA FANTIN
6725201,CLINICA THOME
6725244,CONSULTORIO ODONTOLOGICO OSMAR IBIRAIARAS
6725503,PRONTO SAUDE 24 HS
6725732,JAIME JOSE CARDOSO SERVICOS ODONTOLOGICOS LTDA
6725759,CLINICA SEVEN
6725821,UNIDADE DE SAUDE NITEROI
6725856,UNIDADE DE SAUDE RIO BRANCO
6726097,DENTALLY CENTRO ODONTOLOGICO
6726429,CLINICA RIO DE JANEIRO S S LTDA
6726569,MEDICAL
6726585,CLAUDIO POLO
6726607,FLORISBALDO ANTONIO POLO
6726615,MARIO CEZAR POLO
6726720,EXITO ASSESSORIA GERENCIAL
6727050,FKD ASSISTENCIA MEDICA LTDA
6727484,DEBORA TENELOTTO PAZ MOHAMAD ISA
6727646,CLINICA CONTU S S LTDA
6727808,ELOI MARIA ARAUJO PONSSONI
6727867,CLINICA MAHE
6728030,SAUDE CENTER IMAGEM
6728073,FABIANO JOSE TONDELLO
6728340,SIMONE MONTEIRO RIBEIRO
6728367,FISIOTERAPEUTA ANDERSON MULLER
6728375,CAROLINA PEREIRA TERNES
6728456,AIRTON DELDUQUE FRANKINI
6728537,NEILA AMARAL MACHADO
6728952,CENTRO DE REFERENCIA EM OFTALMOLOGIA SUL BRASILEIRO LTDA
6729029,PROGRAMA DE ASSISTENCIA COMPLEMENTAR PAC
6729088,CORPORE FISIOTERAPIA S S LTDA
6729207,CLIMAGI GINECOLOGIA LTDA
6729231,DANIELA NISSOLA DANNENHAUER
6729347,FARMACIA POPULAR DO BRASIL
6729479,CLINICA DRA LURDES MORGANTI
6729495,AW FISIOTERAPIA
6729592,LABORATORIO CHAMPAGNAT
6729789,S T CLINICA ODONTOLOGICA S S
6729797,DR GEORGE WINCKLER
6729851,CLINICA DE CIRURGIA PLASTICA CEZAR FERNANDES
6729991,LABORATORIO MUNICIPAL RONDA ALTA
6730035,M3 ASSISTENCIA MEDICA S S LTDA
6730116,CM CLINICA DE ORTOPEDIA E TRAUMATOLOGIA
6730388,CENTRO DE SAUDE VITTALITY
6730426,CLINOSON CLINICA DE ULTRASONOGRAFIA SOCIEDADE LTDA
6731414,CLINICA DE FRATURAS HORIZONTINA LTDA
6731430,JULIANA MARIOTTI
6731457,LABORATORIO FONTANA OSORIO
6731570,L M ODONTOLOGIA
6731651,PICCOLI E CASARIN
6731880,ANDRIELA VIECELI
6732062,MIGUEL DUDA SCHMITZ
6732119,GABRIELA MODESTI VEDOLIN
6732127,ECO CLINICA CANGUCU
6732216,VIVER CLINICA DE PSICOTERAPIA
6732399,FERNANDA PROTTO
6732666,CLINICA DE PSICOLOGIA
6732720,SERGIO GOMES MEDICINA DE URGENCIA
6733018,T B SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA
6733166,CAROLINA DOS SANTOS
6733174,SANDRA LUZIA PRIETTO REICHERT
6733395,MARIA DO CARMO PLETSCH TODESCHINI
6733409,ADROALDO INDOLFOL LICKS
6733417,MARIZETE FATIMA GUERRA ACCO
6733425,FABIANO MARCOS MORAS
6733441,REINALDO ANGELO ZANOTTO
6733530,BRAMBATTI ODONTOLOGIA
6733646,CDI SAO LUCAS FILIAL
6733786,PSICOPEDAGOGIA CLINICA
6733794,VALTER MARTINELLI
6733816,EDGAR LUIZ DOS SANTOS JUNIOR
6733824,PATRICIA BOSCHETTI
6733832,CONSULTORIO ODONTOLOGICO
6733859,VANDERLEI FRASSON
6734154,ROBSON GABBI DE SOUZA
6734537,CLINICA ODONTOLOGICA FIORI LTDA
6734545,LARISSA PANTE
6734553,CIBELE FROENER
6734561,FERNANDA ZORZI
6734642,ELIS CLARENTINO PASTORE
6734650,MARIA INES BENATTO ACCO
6734944,MARIA ANGELICA MACCARI
6735053,FARMACIA MUNICIPAL DE GARIBALDI
6735088,DANIEL ULLMANN ROCHADEL
6735290,JULIANO GERHADT
6736351,BELLE DENT CONSULTORIOS ODONTOLOGICOS LTDA
6736599,SIMONE GEREMIA PIRES
6736610,CONSULTORIO MEDICO DR KENIA MAUS
6736696,CENTRO CLINICO VIVERE
6736815,J A IMAGENS ODONTOLOGICAS LTDA
6737153,ARLETTE CASTAGNA DE ATAYDE
6737358,MARIANA PRETO WEBBER
6737552,ERMANI CADORE
6737803,BERIL VASSELA MACHADO LISBOA
6737889,VITA MIA ESPECIALIDADES MEDICAS
6738087,CONSULTORIO ODONTOLOGICO DRA CRISTINA BARDEN
6738141,MC SERVICOS EM SAUDE S C LTDA
6738419,PRO FISIO CONSULTORIO DE FISIOTERAPIA
6738427,ALINE CRISTINA DE ALMEIDA
6738583,FERNANDA TREICHEL KOHLS
6738729,CLINICA SANTA RITA
6738753,JAIME BICA CARDOSO
6738915,FERNANDA TONIAZZO
6738923,MONIQUE ANGELA BOHN
6739253,BOZ STEFANI CIA LTDA
6739350,DR FELIPE ORTIZ
6739555,CLINICA FATIMA AMBULATORIO
6739636,CONS NUTR LARA SCHMITT
6739652,W 16 PSICOLOGIA
6739733,DRA FABIANE RIGOTTI SOTORIVA
6739741,RONALDO LOPES TORRES
6740286,CENTRO DE SAUDE AUDITIVA
6740340,CLINICA FATIMA FISIOTERAPIA
6740359,CLINICA FATIMA RADIOLOGIA
6740375,CLINICA FATIMA CONSULTORIOS I
6740391,CLINICA FATIMA CONSULTORIOS II
6740405,CLINICA FATIMA CONSULTORIOS III
6740596,SIMETRIA PREVENCAO E SAUDE
6740707,CONSULTORIO ODONTOLOGICO JULIANO NOGUEIRA DENARDE
6740812,CONSULTORIO ODONTOLOGICO MARIO SERGIO PAPALEO
6741002,SINDICATO DOS EMPREGADOS COMERCIO CARAZINHO
6741010,BRASIL CELSO PEIXOTO
6741045,CENTRO VERANENSE DE DIAGNOSTICOS LTDA
6741401,FISIO VITTA CLINICA DE FISIOTERAPIA LTDA
6741533,NUTRICIONISTA LICIANE WELTER
6741541,ELIZABETH CRISTINA CARPENA RAMOS
6741681,MARINA ROSSATO ADAMI
6741762,RICARDO PAIVA GODINHO
6741770,SILVANE WERLANG MARQUES
6741789,SERTEC SERVICO TECNICO DE RADIOLOGIA LTDA
6741991,CLAYTON CESAR PELEGRINI
6742106,AMANDA KOCHENBORGER KRUG
6742343,WEINMANN LABORATORIO
6742734,SORRINDO CENTRO AVANCADO EM ODONTOLOGIA ESTETICA LTDA
6742750,ALICE MULLER
6742793,ODONTO SIM
6743137,SAMU 192
6743536,FS SERVICOS MEDICOS LTDA
6743552,CONSULTORIO ODONTOLOGICO SILVIA ROSANE SCHMIDT
6743676,LABORATORIO IBERLEO
6743684,PURA MEDICINA
6743862,POSTO DE SAUDE DE PAIOL NOVO
6743919,MOINHOS CLINICA MEDICA
6743951,GUILHERME DE SOUZA GOMES
6744400,BENEODONTO CONSULTORIO ODONTOLOGICO LTDA
6744427,FALAR E APRENDER FONOAUDIOLOGIA E PSICOPEDAGOGIA LTDA
6744435,FISIOCENTRO
6744494,MARIA LAURA ZANOTTA RIEMKE
6744524,COOI CENTRO DE OTORINO E OFTALMOLOGIA INTEGRADOS LTDA
6744540,LETICIA LEAO
6745946,JOSE CARLOS SANTOS MARIANTE
6745962,SALVAR SAMU SANTANA DA BOA VISTA
6746004,UNIDADE DE ASSISTENCIA SOCIAL FEMININA ANTONIO E MARIA
6746241,IMV
6746322,PREVENIR LIFE
6746969,CONSULTORIO DE FISIOTEAPIA HP LTDA
6747515,PRO WORK SISTEMAS DE SAUDE S S LTDA
6747736,NUTRIMARK
6747957,SANTA VITA CLINICA MEDICA
6748112,MELISSA CLAUDIA BISI
6748724,GEORGIA FRANCO BECKER
6748821,MARIA TERESA RUIZ TSUKAZAN
6748961,CRENOVI
6748988,AMANDA NICOLINI
6749038,SYNCRON FISIOTERAPIA E CLINICA MEDICA LTDA
6749046,SOMA CLINICA MEDICA
6749054,MILENA BODANESE
6749089,LABOARTORIO SAO BERNARDO
6749127,CLINICA DE REABILITACAO SANTA INES
6749135,LABORATORIO LINK LODI
6749178,VANESSA MARIA MENDES MARTINS PINTO
6749925,MATEUS COUTO CHARAO
6750133,CLINICA CARDIOLOGICA FRANCISCATTO
6750168,CAMILA RIBEIRO WOLTER
6750443,CONSULTORIO DE PSICOLOGIA REJANE TERESINHA POY
6750575,UNILAB ANALISES CLINICAS
6750737,SEST SANTA ROSA RS
6750753,NUTRIFAZ
6750966,LISIANE LONDERO DE SOUZA ODONTOLOGIA
6751237,FISIOVITAL TERAPIAS DA SAUDE LTDA
6751334,BIONALISER
6751571,VIVANT CLINICA DE SAUDE
6752055,CLINICA DE PSICOLOGIA E PSICOPEDAGOGIA
6752608,CAROLINE DA ROSA CORREA
6752616,LUCIANA VIEIRA JULIANO
6752640,LUCIENE MAYER KNEBEL
6752721,CENTRO DE SAUDE CLELIA SPINATTO MANFRO NOVO AMANHA
6752985,CLINICA ODONTOLOGICA UHLMANN
6753094,MARILENE CRUZ DE SOUZA
6753132,ANIELI DOSSA BERGOLI
6753213,JAQUELINE LASCH
6753558,MARIA EMILIA FRIPP PEREIRA
6753647,CENTRO SUL BRASILEIRO DE MEDICINA HIPERBARICA LTDA
6754082,RECREO
6754090,CAPS AD II ESPERANCA
6754287,ORTOCLIN CLINICA ODONTOLOGICA
6754295,ANDREIA POLETTO
6754597,ROBERTO MARTINS
6754619,MANOEL PEREIRA DE ARAUJO FILHO
6754716,CENTRALFISIO FISIOTERAPIA LTDA
6754910,BIO DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS
6754945,DIEGO CASTILHOS ROCHA
6755011,SABRINA MIGNONI
6755054,CAPS NOVO AMANHA
6755143,WENDI IVETE TRINDADE LOPES JANDREY
6755933,SAUDE BEM ESTAR E COMUNICACAO
6755968,CLINICA MUNICIPAL DE FISIOTERAPIA
6756050,DANIELA SILVA DA ROCHA
6756875,POSTO DE COLETA DE LABORATORIO DE ANALISES CLINICAS UNIMED
6757014,CIOC CENTRO INTEGRADO DE ODONTOLOGIA CHAZAN LTDA
6757081,CONS NUTRICIONISTA
6757154,HENRIQSON FONOAUDIOLOGIA E PSICOLOGIA LTDA
6757456,LIA NUNES DE AVILA
6758932,RICARDO LUIZ BECKER
6758959,EMELI LUCIA BALLARDIN MIOTTO
6758991,LABORATORIO BIOLAB
6759017,JAMES EDWARD SLUSSER
6759483,DOUTOR PELE CLINICA DERMATOLOGICA S S LTDA MARAU
6759696,CLINICA MEDICA PIU VITTA LTDA
6759823,CENTRO ODONTOLOGICO INTEGRADO LTDA
6760007,CLINIFAXINAL SERVICOS MEDICOS
6760015,CLINICA MEDICA FAXINAL
6760058,AMANDA BORGES DA ROSA
6760236,LABORATORIO MEDLAB
6760457,SECRETARIA SAUDE TRES FORQUILHAS
6760821,OFICINA DE GERACAO DE RENDA
6760988,CLINICA RENATA CAVION
6761119,UNIDADE DE VIGILANCIA SANITARIA
6761771,MARIA JOSE LAURIANO GODOY
6761887,GEM GRUPO DE ESPECIALIDADES MEDICAS
6762980,LUCIANA VERCOSA VIANA
6763278,CONSULTORIO DE PSICOLOGIA
6763324,ROBERTA MULLER CIRURGIA DENTISTA
6763642,CONSULTORIO DE FISIOTERAPIA NEIMAR BORRE
6763650,UBS HCPA SANTA CECILIA
6763758,WEINMANN LABORATORIO
6763766,WEINMANN LABORATORIO I
6763774,WEINMANN LABORATORIO
6763782,WEINMANN LABORATORIO II
6763790,WEINMANN LABORATORIO III
6763804,WEINMANN LABORATORIO
6763812,WEINMANN LABORATORIO
6763855,CONSULTORIO DE PSICOLOGIA ALEXANDRA BALKE CAVASSOLLA
6764010,CLINICA DE FISIOTERAPIA
6764134,SAC
6764142,ELSIE LARA WIENKE WELLAR SOTO
6764185,PRONTO ATENDIMENTO CAMPO BOM
6764371,FELIPE DA SILVA CAMACHO
6764878,PALOMA LETELIER CAMPILLAY
6765009,SECRETARIA MUNICIPAL DE SAUDE DE CATUIPE
6765297,WEINMANN LABORATORIO
6765327,BRUNA BENINI
6765440,IVANA NORA
6765548,WELLER CENTRO CLINICO LTDA
6765580,SERDEMAF
6765696,ALINE SCHONS DE LIMA JOAQUIM
6765726,SIMONE MULLER CARDOSO
6766544,CHRISTIANO DA SILVEIRA BARCELLOS
6766641,SECRETARIA MUNICIPAL DE SAUDE DE PINHEIRO MACHADO
6766943,SAMU 192 VIAMAO
6767141,RICARDO SACRAMENTO BURKERT
6767206,CONSULTORIO DE FISIOTERAPIA FRANCIELE MAXIMILIANO DE ALMEIDA
6767214,BARBARA STEFANI DE MATTOS
6767303,CLINICA ODONTOLOGICA FERNANDEZ LTDA
6768148,PATRICIA IGNEZ SCHIAVENIN
6768202,IODONTUS ODONTOLOGIA DO SUL LTDA
6768652,CLINICA CRUSIUS
6768695,ESF ERICO VERISSIMO TRES PASSOS
6769756,DIOGO MACALOS DE PAIVA
6769918,CONSULTORIO ODONTOLOGICO DRA DANIELA POGLIA VIDAL
6770142,CONSULTORIO MEDICO ENRICO ARTHUR NEISS
6770916,LETICIA JAGER
6771114,CITOMED LABORATORIO DE CITOLOGIA CLINICA LTDA
6771122,STEVEN BECKER ME
6771475,CONS PSIC CAROLINE VILLAR PICCOLI
6771580,CLINICA MEDICA DR ARY GOMES FILHO
6771661,CLAUDIA DICKEL DE ANDRADE
6771688,CLINICA CAYLE
6771785,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DO POLESINE
6771998,SCHMIDT SEGURANCA E SAUDE OCUPACIONAL LTDA
6772064,SCHMIDT SEGURANCA E SAUDE OCUPACIONAL FILIAL
6772153,SOME CARE
6772439,CLINICA TRES FIGUEIRAS
6772609,CAPS I CANGURU
6772617,ANTONIO CARLOS CAMPOS DALMEIDA
6773117,PERCEPTION
6773206,IRRADIO DIAGNOSTICO POR IMAGEM
6774008,FISIATRIA DO VALE
6774415,FABIO VIERO
6774873,CAMILA SEHN KRUG
6774962,CORPORAL STUDIO DE PILATES E FISIOTERAPIA
6775004,AURORA MARIA PEZZI DALMEIDA
6775128,SAMU 192 GETULIO VARGAS
6775136,CONSULTORIO DE NUTRICAO DR LOUISE
6775152,EQUILIBRIO NUTRICIONAL CONSULTORIO
6775284,BEM NUTRIR CLINICA CONSULTORIA E ASSESSORIA NUTRICIONAL
6775403,CONS FISIOT VIVANE SANTANA ALVES KLEINA
6775497,VITALITA FISIOTERAPIA
6775993,FLAVIA VILLELA CHAMUSCA
6776019,OCUPACIONAL CLINICA DE AUDIOMETRIA
6776132,CLINICA NUTRI BEM
6776167,GABRIELA ARTUS
6776299,ESF SANTA INES TRES PASSOS
6777058,MARIANA MICHELIN LETTI
6777104,BETTEGA CLINICA MEDICA
6777120,ANACELIA PAGANIN
6777783,LUCIANA BECKER
6777988,CLINICA REABILITA DE FISIOTERAPIA
6778062,MARENI LUCIA FAGUNDES DE BRITO
6778704,QUALITA CENTRO ODONTOLOGICO
6778712,DANIELLI SANTOS DE ALMEIDA
6778755,SINARA DANIELI ZWAN
6778828,WEINMANN LABORATORIO
6778836,WEINMANN LABORATORIO
6779182,ALEXANDRE DAN CORTEZ HIGUCHI CARAZINHO
6779298,LABORATORIO SANDRI
6779301,FLAVIA VIGNOL
6779328,ONCOSINOS CLINICA DE ONCOLOGIA DE NOVO HAMBURGO
6779360,GIULIANO BERTOLDI
6779670,LUTERO KOCH JUNG
6779778,BLAZAKI PROTESES ODONTOLOGICAS
6779786,CAMILA BRESCIANI
6779816,SECRETARIA DE SAUDE DE SAO DOMINGOS DO SUL
6779832,EDU ROBERTO CERUTTI BARROS
6780016,VINICIUS LOUREGA PLETSCH
6780091,RAFAEL CONTAGE WINTER
6780245,REGIS PEREIRA SIMOES ANESTESIOLOGIA
6780296,CONSULTORIO FISIOTERAPIA BRUNA ANGELA TOCHETTO
6780784,PLANO ODONTO
6780814,GABRIELA POGLIA FONSECA
6781047,QUALIDENT
6781098,DANTE TIAGO DOS SANTOS BASSANESI
6781284,CEDIL SANANDUVA
6781470,EDSON WURZEL
6781497,NIVEA BIACCHI GUTERRES
6781616,LUCAS HORLLE
6781624,CARLA LEITES LARENTIS
6781810,CEZAR AUGUSTO SILVEIRA D AVILA
6781985,CONSULTORIO DR PAULO FERNANDO FORGIARINI
6782035,LABORATORIO DE PROTESE DENTARIA JOHN
6782043,GABRIELA ANTONIAZZI
6782051,REFERENCIAL PSICOLOGICO
6782124,LABORATORIO ENDOCRIMETA
6782140,SAMU 192 SANTA MARIA USB 149
6782221,ANDRE FURTADO MARTEN
6782426,CONS FISIOT GLAUCEA SCHEEREN HILBIG
6782450,CONS FISIOT LUIZ GUSTAVO ALMEIDA QUINTON
6782574,CLINICA MEDICA LETTI CASTILHOS SS LTDA
6782647,CLW SERVICOS DE FISIOTERAPIA LTDA
6782817,MARCIO PANCERI
6782892,CONSULTORIO ODONTOLOGICO DR GESON GARLET
6782957,QUALITY A LABORATORIO DE PROTESE
6783082,SECRETARIA MUNICIPAL DA SAUDE DE PINHAL DA SERRA
6783198,VINICIUS LOUREGA PLETSCH
6783244,CLINICA DE OTORRINO DR ANTONIO
6783252,CONSULTORIO ODONTOLOGICO CAMILA TONIOLO SILVEIRA
6783287,CONSULTORIO ANA PAULA DA SILVEIRA ROSS
6783309,CLINICA FERRETTI
6783430,CILEA SLOMP
6783627,NEIVA REGINA JORDANI BORGES
6783686,PSICOLOGA CLEUSA MARINA MATIVI ROCHA
6784097,LUCIANE HARTMANN E CIA LTDA
6784100,SORRIA BEM CONSULTORIO DENTARIO E SERVICOS DE PROTESE
6784119,ADRIANO PINHEIRO MACHADO
6784178,CONSULTORIO ODONTOLOGICO ADRIANO FERNANDES DE OLIVEIRA
6784216,MARCIO ABELHA MARTINS
6784313,SERVICO DE ENDOSCOPIA HOSPITALAR INTEGRADO LTDA
6784348,VINICIUS LOUREGA PLETSCH
6784364,GERALDO LUIZ BALBINOT
6784399,DIEGO BALDISSERA
6785034,KATHERIN NEUTZLING BOESCHE
6785085,ODONTO LIFE
6785506,SAMU 192 BOA VISTA DO BURICA
6785557,GUNTHER ROESSLER
6785565,CLINIBABY
6786049,CLINICA DR JOSE EVALDO RIBEIRO SOARES NEUROLOGIA E NEUROCIR
6786200,CONSULTORIO OPTOMETRICO SERGIO JENTCHMIN
6786227,PRO AUDITUS AUDIOLOGIA CLINICA E OCUPACIONAL MARAU
6786235,CONCOLATTO COLUSSI CIA LTDA MARAU
6786294,MARIA HELENA VESCOVI DE OLIVEIRA MARAU
6786464,DANTE THOME DA CRUZ
6786510,FABIO CALDANA
6786685,ESPACO PSI
6787444,CONSULTORIO MEDICO
6787525,ESF 03 EXPOCEL
6787614,KARLA GERLOFF NUTRICAO
6787746,CONSULTORIO DRA ALINE GARCIA SERAFIM
6787800,CONS PSICOL SALETE GUINAMARA GUARIENT
6787819,CONS MED EDUARDO SEZEFREDO MEDEIROS JACQUES
6787827,CONSULTORIO CINTIA DE SANT MILCHARECK
6787835,REABILITAR CLINICA DE FISIOTERAPIA
6787975,PROVIDA
6788548,SAMU 192 JULIO DE CASTILHOS
6788955,CLINIMAGEM
6789021,ANDRE VICENTE NEUMANN
6789358,CAMILA MARTINS BORILLE
6789439,GASTROCLIN
6789811,NEFROTORRES
6789943,UBS CONCEICAO
6790011,MARINA GELMINI AUGUSTIN
6790208,ANA GABRIELA AGNES
6790216,ANGLISEI MARIA AGNES FLACH
6790313,EQUILIBRIO ESSENCIAL
6790631,BRENO FRANCISCO SOARES
6790682,DIOGO FELIPE MASCARENHAS NASSIF
6790690,FRANCIELE VANIN MACEDO
6790739,ILUMINAR LABORATORIO DE ANALISES CLINICAS
6790763,RONALDO CARSSIMI
6790968,PSICOCLIN
6791018,CENTRO DE REABILITACAO PRO ALIVIO
6791220,PREVENSUL
6791395,ECOGRAFIA
6791484,VALDOCIR ANTONIO AVOZANI
6791514,MAYSA BARICHELLO
6791883,CLINICA SAO LUCAS
6791891,MANOEL AFONSO GUIMARAES GONCALVES
6792332,CONSULTORIO MEDICO MANOEL ANTUNES DA SILVA PAUL
6792367,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA MARAU
6792383,KATIA TEIXEIRA SALEME
6792553,LABORATORIO BIOQUIMICO
6792723,OCTAVIO AUGUSTO DUARTE SILVEIRA
6792804,GILBERTO LUIZ CASARIN FILHO
6793193,CLAUDIO HUMBERTO GUEDES JUNIOR
6793363,SECRETARIA DE SAUDE DE ANDRE DA ROCHA
6793398,PERFIL CENTRO MEDICO
6793401,VINICIUS GARCIA RUSSI
6793452,SECRETARIA MUNICIPAL DE SAUDE DE PONTAO
6793754,CAMILA PALMA TEDESCO
6793851,VINICIUS GOMES ALMEIDA
6793916,MARCELO GOMES ALMEIDA
6794025,RENATO CRAMER PEIXOTO JUNIOR
6794033,RONALDO CARISSIMI
6794386,MAXIMILIANO GUERREIRO BATALHA JUNIOR
6794629,CONSULTORIO MEDICO DR DARIANO PASSAMANI FLORIANO
6795218,CLINICA DE FISIOTERAPIA CLAIDI
6795439,UBS MORRO TICO TICO
6795854,CENTRO ODONTOLOGICO R8 LTDA
6796060,AUDIO SERVICE
